1581587117.9206579, 52, 69, 74, 34, 49, 61, 10782, 2899, 275, 26, 10, 0, 
1581587118.8373325, 48, 62, 65, 33, 46, 56, 10053, 2666, 234, 22, 6, 0, 
1581587119.753872, 47, 59, 61, 32, 45, 54, 9897, 2603, 199, 22, 4, 0, 
1581587120.5982797, 47, 59, 61, 32, 45, 54, 9897, 2603, 199, 22, 4, 0, 
1581587121.514522, 46, 57, 58, 32, 44, 53, 9747, 2552, 187, 20, 2, 0, 
1581587122.3588636, 46, 57, 58, 32, 44, 53, 9747, 2552, 187, 20, 2, 0, 
1581587123.276225, 49, 60, 61, 33, 45, 55, 10188, 2694, 195, 22, 2, 0, 
1581587124.194108, 52, 62, 62, 34, 46, 55, 10725, 2828, 189, 18, 0, 0, 
1581587125.1129775, 58, 71, 72, 37, 50, 61, 11718, 3086, 205, 20, 2, 0, 
1581587126.0316865, 56, 68, 70, 36, 48, 60, 11169, 2934, 205, 18, 2, 0, 
1581587126.9500654, 54, 66, 68, 35, 48, 59, 10977, 2866, 174, 20, 4, 0, 
1581587127.8689628, 53, 63, 66, 35, 47, 57, 10719, 2792, 178, 20, 4, 0, 
1581587128.7876384, 56, 64, 68, 37, 47, 58, 11178, 2914, 170, 18, 6, 0, 
1581587129.705902, 58, 68, 71, 38, 49, 60, 11598, 3035, 174, 22, 6, 0, 
1581587130.6238499, 59, 68, 72, 38, 48, 60, 11925, 3123, 176, 22, 6, 0, 
1581587131.5415134, 61, 70, 75, 40, 49, 61, 12303, 3232, 180, 20, 8, 2, 
1581587132.4583085, 59, 68, 72, 38, 48, 60, 12012, 3121, 168, 20, 8, 2, 
1581587133.3744724, 57, 65, 70, 37, 48, 60, 11457, 2964, 166, 20, 8, 2, 
1581587134.290573, 53, 61, 66, 35, 46, 57, 10779, 2776, 154, 22, 6, 2, 
1581587135.1348896, 53, 61, 66, 35, 46, 57, 10779, 2776, 154, 22, 6, 2, 
1581587136.050401, 48, 56, 61, 33, 44, 55, 9813, 2528, 150, 22, 8, 2, 
1581587136.8947036, 48, 56, 61, 33, 44, 55, 9813, 2528, 150, 22, 8, 2, 
1581587137.8101819, 44, 51, 56, 32, 42, 52, 8898, 2326, 146, 18, 6, 2, 
1581587138.6543264, 44, 51, 56, 32, 42, 52, 8898, 2326, 146, 18, 6, 2, 
1581587139.5695248, 39, 46, 51, 30, 39, 49, 7821, 2041, 132, 22, 8, 2, 
1581587140.4137897, 39, 46, 51, 30, 39, 49, 7821, 2041, 132, 22, 8, 2, 
1581587141.3291912, 34, 41, 47, 28, 36, 46, 6849, 1808, 134, 22, 8, 2, 
1581587142.1733737, 34, 41, 47, 28, 36, 46, 6849, 1808, 134, 22, 8, 2, 
1581587143.0882623, 29, 35, 41, 25, 33, 41, 5898, 1546, 126, 18, 8, 2, 
1581587143.9325144, 29, 35, 41, 25, 33, 41, 5898, 1546, 126, 18, 8, 2, 
1581587144.8476174, 25, 31, 39, 23, 30, 39, 5109, 1338, 128, 20, 12, 2, 
1581587145.6918228, 25, 31, 39, 23, 30, 39, 5109, 1338, 128, 20, 12, 2, 
1581587146.6068256, 21, 26, 32, 20, 26, 32, 4362, 1136, 114, 18, 10, 0, 
1581587147.451207, 21, 26, 32, 20, 26, 32, 4362, 1136, 114, 18, 10, 0, 
1581587148.3658113, 19, 23, 30, 19, 23, 30, 3831, 1004, 110, 18, 12, 0, 
1581587149.2100718, 19, 23, 30, 19, 23, 30, 3831, 1004, 110, 18, 12, 0, 
1581587150.1249433, 17, 21, 29, 17, 21, 29, 3495, 928, 108, 20, 14, 0, 
1581587150.9692252, 17, 21, 29, 17, 21, 29, 3495, 928, 108, 20, 14, 0, 
1581587151.8834958, 15, 18, 26, 15, 18, 26, 2976, 800, 100, 16, 14, 0, 
1581587152.7277644, 15, 18, 26, 15, 18, 26, 2976, 800, 100, 16, 14, 0, 
1581587153.6422875, 14, 17, 27, 14, 17, 27, 2760, 761, 98, 20, 16, 2, 
1581587154.4865992, 14, 17, 27, 14, 17, 27, 2760, 761, 98, 20, 16, 2, 
1581587155.4012299, 13, 17, 28, 13, 17, 28, 2556, 707, 106, 24, 18, 4, 
1581587156.2454915, 13, 17, 28, 13, 17, 28, 2556, 707, 106, 24, 18, 4, 
1581587157.1600034, 13, 16, 26, 13, 16, 26, 2421, 682, 106, 20, 16, 4, 
1581587158.0042531, 12, 15, 25, 12, 15, 25, 2421, 682, 106, 20, 16, 4, 
1584971666.2728975, 6, 15, 30, 6, 15, 30, 1341, 397, 134, 48, 26, 0, 
1584971667.1644745, 7, 15, 30, 7, 15, 30, 1353, 397, 124, 52, 26, 0, 
1584971668.008623, 7, 15, 30, 7, 15, 30, 1353, 397, 124, 52, 26, 0, 
1584971668.9228282, 6, 15, 30, 6, 15, 30, 1332, 390, 116, 54, 26, 0, 
1584971669.7668335, 6, 15, 30, 6, 15, 30, 1332, 390, 116, 54, 26, 0, 
