Date,Time,Lon,Lat,Temp (degrees),PMC 1.0 (ug/m3),PMC 2.5 (ug/m3),PMC 10.0 (ug/m3),Turbidity LDR voltage
20-07-29,10:24:39,-5.059731666666667,50.162245,19.875,0,0,0,1.42119140625
20-07-29,10:24:40,-5.05973,50.162243333333336,19.5625,0,0,0,1.56943359375
20-07-29,10:24:41,-5.05973,50.162243333333336,19.375,0,0,0,1.53076171875
20-07-29,10:24:42,-5.05973,50.162243333333336,19.25,0,0,0,1.5404296874999999
20-07-29,10:24:43,-5.05973,50.162243333333336,19.125,0,0,0,1.5404296874999999
20-07-29,10:24:44,-5.059728333333333,50.16224166666667,19.0,0,0,0,1.5404296874999999
20-07-29,10:24:45,-5.059726666666666,50.162240000000004,18.9375,0,0,0,1.5404296874999999
20-07-29,10:24:46,-5.059728333333333,50.16223666666666,18.8125,0,0,0,1.5404296874999999
20-07-29,10:24:47,-5.05973,50.16223166666666,18.75,0,0,0,1.5404296874999999
20-07-29,10:24:48,-5.05973,50.16222833333333,18.625,0,0,0,1.5404296874999999
20-07-29,10:24:49,-5.05973,50.162225,18.5625,0,0,0,1.5404296874999999
20-07-29,10:24:52,-5.059723333333333,50.16222,18.3125,0,0,0,1.5404296874999999
20-07-29,10:24:53,-5.0597199999999996,50.16221833333334,18.0,0,0,0,1.50498046875
20-07-29,10:24:56,-5.059711666666667,50.16221666666666,17.125,0,0,0,1.5275390624999998
20-07-29,10:24:57,-5.05971,50.162215,17.0,0,0,0,1.56943359375
20-07-29,10:24:58,-5.059705,50.16221333333333,17.0625,0,0,0,1.5984375
20-07-29,10:24:59,-5.0597,50.162209999999995,17.125,0,0,0,1.5919921874999998
20-07-29,10:25:00,-5.059695,50.162205,16.9375,0,0,0,1.53076171875
20-07-29,10:25:01,-5.059691666666667,50.16220166666667,16.8125,0,0,0,1.546875
20-07-29,10:25:02,-5.05969,50.16219833333334,16.6875,0,0,0,1.546875
20-07-29,10:25:03,-5.059688333333333,50.162195000000004,16.625,0,0,0,1.546875
20-07-29,10:25:04,-5.059688333333333,50.16219333333334,16.5,0,0,0,1.546875
20-07-29,10:25:05,-5.059685,50.16219166666666,16.4375,0,0,0,1.546875
20-07-29,10:25:06,-5.05968,50.16219,16.375,0,0,0,1.546875
20-07-29,10:25:07,-5.059675,50.16218833333333,16.375,0,0,0,1.546875
20-07-29,10:25:08,-5.059671666666667,50.16218666666666,16.3125,0,0,0,1.546875
20-07-29,10:25:09,-5.05967,50.16218666666666,16.25,0,0,0,1.546875
20-07-29,10:25:10,-5.0596733333333335,50.162185,16.25,0,0,0,1.546875
20-07-29,10:25:11,-5.0596733333333335,50.162185,16.25,0,0,0,1.546875
20-07-29,10:25:12,-5.059671666666667,50.16218333333333,16.1875,0,0,0,1.3954101562499999
20-07-29,10:25:13,-5.059675,50.16218,16.1875,0,0,0,1.3954101562499999
20-07-29,10:25:14,-5.059676666666666,50.16217666666667,16.1875,0,0,0,1.43408203125
20-07-29,10:25:15,-5.05968,50.16217166666666,16.125,0,0,0,1.4373046875
20-07-29,10:25:16,-5.059681666666667,50.162168333333334,16.125,0,0,0,1.4469726562499998
20-07-29,10:25:17,-5.059681666666667,50.162165,16.125,0,0,0,1.4501953125
20-07-29,10:25:18,-5.059681666666667,50.16216166666667,16.125,0,0,0,1.40185546875
20-07-29,10:25:19,-5.059683333333333,50.16215833333333,16.125,0,0,0,1.40830078125
20-07-29,10:25:20,-5.059683333333333,50.162155,16.125,0,0,0,1.4469726562499998
20-07-29,10:25:22,-5.059685,50.16215,16.0625,0,0,0,1.4437499999999999
20-07-29,10:25:23,-5.059685,50.16214666666666,16.0625,0,0,0,1.4437499999999999
20-07-29,10:25:24,-5.059685,50.16214833333333,16.0625,0,0,0,1.4437499999999999
20-07-29,10:25:25,-5.059685,50.16214833333333,16.0625,0,1,1,1.4437499999999999
20-07-29,10:25:26,-5.059685,50.16214666666666,16.0625,0,0,4,1.4437499999999999
20-07-29,10:25:27,-5.059685,50.16214666666666,16.0625,1,2,5,1.4437499999999999
20-07-29,10:25:28,-5.059685,50.16214666666666,16.0625,1,2,4,1.4437499999999999
20-07-29,10:25:29,-5.059685,50.16214666666666,16.0625,1,2,4,1.4437499999999999
20-07-29,10:25:30,-5.059685,50.16214666666666,16.0625,1,2,3,1.4437499999999999
20-07-29,10:25:32,-5.059685,50.16214666666666,16.0625,0,1,3,1.4437499999999999
20-07-29,10:25:33,-5.059683333333333,50.16214666666666,16.0625,0,1,3,1.3792968749999999
20-07-29,10:25:34,-5.059685,50.16214666666666,16.0625,0,1,3,1.40185546875
20-07-29,10:25:35,-5.059685,50.16214666666666,16.0625,0,1,3,1.36962890625
20-07-29,10:25:36,-5.059685,50.16214666666666,16.0625,0,1,3,1.36962890625
20-07-29,10:25:37,-5.059685,50.16214666666666,16.0625,0,1,3,1.38896484375
20-07-29,10:25:38,-5.059685,50.16214666666666,16.0,0,1,3,1.43408203125
20-07-29,10:25:43,-5.059683333333333,50.16214833333333,16.0,0,1,3,1.3921875
20-07-29,10:25:44,-5.059683333333333,50.16214833333333,16.0,1,1,1,1.3921875
20-07-29,10:25:45,-5.059685,50.16214833333333,16.0625,0,0,0,1.3921875
20-07-29,10:25:46,-5.059685,50.16214666666666,16.0,0,0,0,1.3921875
20-07-29,10:25:47,-5.059688333333333,50.16214666666666,16.0,0,0,0,1.3921875
20-07-29,10:25:48,-5.059688333333333,50.16214666666666,16.0625,0,0,0,1.3921875
20-07-29,10:25:49,-5.059688333333333,50.16214666666666,16.0,0,0,0,1.3921875
20-07-29,10:25:50,-5.059688333333333,50.16214666666666,16.0625,0,0,0,1.3921875
20-07-29,10:25:51,-5.059688333333333,50.16214666666666,16.0625,0,0,0,1.3921875
20-07-29,10:25:52,-5.059688333333333,50.16214666666666,16.0,0,0,0,1.40830078125
20-07-29,10:25:53,-5.059688333333333,50.16214666666666,16.0625,0,0,0,1.4437499999999999
20-07-29,10:25:54,-5.059688333333333,50.16214833333333,16.0,0,0,0,1.4437499999999999
20-07-29,10:25:55,-5.059688333333333,50.16214833333333,16.0625,0,0,0,1.46953125
20-07-29,10:25:56,-5.059688333333333,50.16214833333333,16.0625,0,0,0,1.4759765624999999
20-07-29,10:25:57,-5.059688333333333,50.16214833333333,16.0,0,0,0,1.43408203125
20-07-29,10:25:58,-5.05969,50.16215,16.0625,0,0,0,1.4276367187499999
20-07-29,10:25:59,-5.059695,50.16215,16.0625,0,0,0,1.4469726562499998
20-07-29,10:26:00,-5.0597,50.16215166666667,16.0625,0,0,0,1.44052734375
20-07-29,10:26:01,-5.059703333333333,50.16215166666667,16.0625,0,0,0,1.4437499999999999
20-07-29,10:26:02,-5.059706666666667,50.16215333333334,16.0625,0,0,0,1.4437499999999999
20-07-29,10:26:03,-5.05971,50.16215333333334,16.0625,0,0,0,1.4437499999999999
20-07-29,10:26:04,-5.05971,50.16215333333334,16.0625,0,0,0,1.4437499999999999
20-07-29,10:26:06,-5.05971,50.16215166666667,16.0625,0,0,0,1.4437499999999999
20-07-29,10:26:07,-5.05971,50.16215166666667,16.0625,0,0,0,1.4437499999999999
20-07-29,10:26:08,-5.05971,50.16215166666667,16.0625,0,0,0,1.4437499999999999
20-07-29,10:26:09,-5.059708333333333,50.16215,16.0625,0,0,0,1.4437499999999999
20-07-29,10:26:10,-5.059706666666667,50.16214833333333,16.0625,0,0,0,1.4437499999999999
20-07-29,10:26:11,-5.059706666666667,50.16214666666666,16.0625,0,0,0,1.4437499999999999
20-07-29,10:26:12,-5.059706666666667,50.16214333333333,16.0625,0,0,0,1.4437499999999999
20-07-29,10:26:13,-5.059705,50.16214166666666,16.0,0,0,0,1.36962890625
20-07-29,10:26:14,-5.059705,50.16214166666666,16.0,0,0,0,1.3631835937499999
20-07-29,10:26:15,-5.059706666666667,50.16214333333333,16.0,0,0,0,1.3502929687499998
20-07-29,10:26:16,-5.059706666666667,50.16214333333333,16.0,0,0,0,1.35673828125
20-07-29,10:26:17,-5.059706666666667,50.16214333333333,16.0,0,0,0,1.3631835937499999
20-07-29,10:26:18,-5.059706666666667,50.16214333333333,16.0,0,0,0,1.3502929687499998
20-07-29,10:26:19,-5.059706666666667,50.16214333333333,16.0,0,0,0,1.35673828125
20-07-29,10:26:20,-5.059706666666667,50.16214333333333,16.0,0,0,0,1.340625
20-07-29,10:26:21,-5.059706666666667,50.16214333333333,16.0,0,0,0,1.3502929687499998
20-07-29,10:26:22,-5.059706666666667,50.16214333333333,16.0,0,0,0,1.3502929687499998
20-07-29,10:26:24,-5.059706666666667,50.16214333333333,16.0,0,0,0,1.3502929687499998
20-07-29,10:26:25,-5.059706666666667,50.16214333333333,16.0,0,0,0,1.3502929687499998
20-07-29,10:26:26,-5.059706666666667,50.16214333333333,16.0,0,0,0,1.3502929687499998
20-07-29,10:26:27,-5.059706666666667,50.16214333333333,16.0,0,0,0,1.3502929687499998
20-07-29,10:26:28,-5.059706666666667,50.16214333333333,16.0,0,0,0,1.3502929687499998
20-07-29,10:26:29,-5.059706666666667,50.16214333333333,16.0,0,0,0,1.3502929687499998
20-07-29,10:26:30,-5.059706666666667,50.16214333333333,16.0,0,0,0,1.3502929687499998
20-07-29,10:26:31,-5.059706666666667,50.162145,16.0,0,0,0,1.3502929687499998
20-07-29,10:26:32,-5.059706666666667,50.16214666666666,16.0,0,0,0,1.33740234375
20-07-29,10:26:33,-5.059706666666667,50.16214666666666,16.0625,0,0,0,1.35673828125
20-07-29,10:26:34,-5.059706666666667,50.16214666666666,16.0625,0,0,0,1.34384765625
20-07-29,10:26:35,-5.059706666666667,50.16214833333333,16.0625,0,0,0,1.3212890625
20-07-29,10:26:36,-5.059706666666667,50.16214833333333,16.0625,0,0,0,1.327734375
20-07-29,10:26:37,-5.059706666666667,50.16214666666666,16.0625,0,0,0,1.3502929687499998
20-07-29,10:26:38,-5.059706666666667,50.16214666666666,16.0625,0,0,0,1.3599609375
20-07-29,10:26:39,-5.059706666666667,50.16214666666666,16.0625,0,0,0,1.353515625
20-07-29,10:26:40,-5.059708333333333,50.16214833333333,16.0625,0,0,0,1.353515625
20-07-29,10:26:41,-5.059708333333333,50.16215,16.0625,0,0,0,1.33740234375
20-07-29,10:26:42,-5.05971,50.16215333333334,16.0625,0,0,0,1.33740234375
20-07-29,10:26:44,-5.05971,50.16216,16.0625,0,0,0,1.33740234375
20-07-29,10:26:45,-5.059708333333333,50.16216166666667,16.0625,0,0,0,1.33740234375
20-07-29,10:26:46,-5.059705,50.16216166666667,16.0625,0,0,0,1.33740234375
20-07-29,10:26:47,-5.059701666666666,50.16216333333333,16.0625,0,0,0,1.33740234375
20-07-29,10:26:48,-5.059698333333333,50.162165,16.0625,0,0,0,1.33740234375
20-07-29,10:26:49,-5.059695,50.162165,16.0625,0,0,0,1.33740234375
20-07-29,10:26:50,-5.059691666666667,50.162165,16.0,0,0,0,1.33740234375
20-07-29,10:26:51,-5.059688333333333,50.162165,16.0,0,0,0,1.33740234375
20-07-29,10:26:53,-5.059681666666667,50.16216333333333,16.0,0,0,0,1.3599609375
20-07-29,10:26:54,-5.05968,50.16216166666667,16.0,0,0,0,1.3470703124999999
20-07-29,10:26:55,-5.059676666666666,50.16216,16.0,0,0,0,1.353515625
20-07-29,10:26:56,-5.0596733333333335,50.16216,16.0,0,0,0,1.37607421875
20-07-29,10:26:57,-5.05967,50.16215833333333,15.9375,0,0,0,1.340625
20-07-29,10:26:58,-5.059668333333334,50.162155,16.0,0,0,0,1.353515625
20-07-29,10:26:59,-5.059663333333333,50.16215333333334,16.0,0,0,0,1.3180664062499998
20-07-29,10:27:00,-5.059658333333333,50.16215166666667,16.0,0,0,0,1.40185546875
20-07-29,10:27:01,-5.059655,50.16215166666667,16.0,0,0,0,1.3728515625
20-07-29,10:27:02,-5.05965,50.16215,16.0,0,0,0,1.3664062499999998
20-07-29,10:27:03,-5.059646666666667,50.16215,16.0,0,0,0,1.3664062499999998
20-07-29,10:27:04,-5.059641666666667,50.16215,16.0,0,0,12,1.3664062499999998
20-07-29,10:27:05,-5.05964,50.16214833333333,16.0,0,0,6,1.3664062499999998
20-07-29,10:27:06,-5.059638333333333,50.16214666666666,16.0,0,0,4,1.3664062499999998
20-07-29,10:27:09,-5.059628333333333,50.16214333333333,16.0,0,0,2,1.3664062499999998
20-07-29,10:27:10,-5.059628333333333,50.16214,16.0,0,0,1,1.3664062499999998
20-07-29,10:27:11,-5.0596266666666665,50.16213833333333,16.0,0,0,1,1.3664062499999998
20-07-29,10:27:13,-5.0596266666666665,50.16213333333334,15.9375,0,0,1,1.3825195312499998
20-07-29,10:27:14,-5.059625,50.16213333333334,16.0,0,0,1,1.3728515625
20-07-29,10:27:15,-5.0596266666666665,50.16213333333334,15.9375,0,0,1,1.3728515625
20-07-29,10:27:16,-5.0596266666666665,50.16213333333334,15.9375,0,0,1,1.38896484375
20-07-29,10:27:17,-5.059628333333333,50.16213166666667,16.0,0,0,1,1.37607421875
20-07-29,10:27:18,-5.05963,50.16213,15.9375,0,0,1,1.3857421875
20-07-29,10:27:19,-5.059631666666666,50.16212833333334,15.9375,0,0,1,1.38896484375
20-07-29,10:27:20,-5.059631666666666,50.16212666666666,15.9375,0,0,1,1.37607421875
20-07-29,10:27:21,-5.05963,50.16212666666666,15.9375,0,0,1,1.3954101562499999
20-07-29,10:27:22,-5.059631666666666,50.162125,15.9375,0,0,1,1.3954101562499999
20-07-29,10:27:23,-5.059628333333333,50.162123333333334,16.0,0,0,1,1.3954101562499999
20-07-29,10:27:25,-5.05963,50.16211666666667,16.0,0,0,0,1.3954101562499999
20-07-29,10:27:26,-5.059631666666666,50.16211333333333,16.0,0,0,0,1.3954101562499999
20-07-29,10:27:27,-5.059633333333333,50.16211,16.0,0,0,0,1.3954101562499999
20-07-29,10:27:28,-5.059636666666667,50.16210666666666,16.0,0,0,0,1.3954101562499999
20-07-29,10:27:29,-5.059638333333333,50.16210333333333,16.0,0,0,0,1.3954101562499999
20-07-29,10:27:30,-5.059641666666667,50.16209833333333,16.0,0,0,0,1.3954101562499999
20-07-29,10:27:31,-5.059643333333334,50.162095,16.0,0,0,0,1.3954101562499999
20-07-29,10:27:32,-5.059643333333334,50.16209,15.9375,0,0,0,1.4759765624999999
20-07-29,10:27:33,-5.059645,50.162085,15.9375,0,0,0,1.5146484375
