Date,Time,Lon,Lat,Temp (degrees),PMC 1.0 (ug/m3),PMC 2.5 (ug/m3),PMC 10.0 (ug/m3),Turbidity LDR voltage
20-08-04,16:00:59,-5.097165,50.16724,17.375,0,0,0,1.55009765625
20-08-04,16:01:00,-5.097165,50.16724,17.375,0,0,0,1.55009765625
20-08-04,16:01:01,-5.097165,50.16724,17.375,0,0,0,1.55009765625
20-08-04,16:01:03,-5.097166666666666,50.16724166666667,17.375,0,0,0,1.5436523437499998
20-08-04,16:01:04,-5.097168333333333,50.16724333333333,17.3125,0,0,0,1.5726562499999999
20-08-04,16:01:05,-5.097168333333333,50.16724333333333,17.3125,0,0,0,1.5662109375
20-08-04,16:01:06,-5.097171666666667,50.167246666666664,17.3125,0,0,0,1.53720703125
20-08-04,16:01:08,-5.097171666666667,50.167246666666664,17.375,0,0,0,1.546875
20-08-04,16:01:09,-5.097171666666667,50.167246666666664,17.375,0,0,0,1.533984375
20-08-04,16:01:10,-5.097171666666667,50.167246666666664,17.3125,0,0,0,1.5565429687499999
20-08-04,16:01:11,-5.097171666666667,50.167246666666664,17.3125,0,0,0,1.55009765625
20-08-04,16:01:12,-5.097171666666667,50.167246666666664,17.3125,0,0,0,1.5533203125
20-08-04,16:01:16,-5.097173333333333,50.16724833333333,17.3125,0,0,0,1.5533203125
20-08-04,16:01:17,-5.097173333333333,50.16724833333333,17.375,1,1,1,1.5533203125
20-08-04,16:01:18,-5.097173333333333,50.16724833333333,17.3125,0,0,0,1.5533203125
20-08-04,16:01:19,-5.097173333333333,50.16724833333333,17.3125,0,0,0,1.5533203125
20-08-04,16:01:20,-5.097173333333333,50.16724833333333,17.375,0,0,0,1.5533203125
20-08-04,16:01:21,-5.097173333333333,50.16724833333333,17.3125,0,0,0,1.5533203125
20-08-04,16:01:22,-5.097173333333333,50.16724833333333,17.3125,0,0,0,1.5533203125
20-08-04,16:01:23,-5.097173333333333,50.16724833333333,17.3125,0,0,0,1.55009765625
20-08-04,16:01:24,-5.097173333333333,50.16724833333333,17.3125,0,0,0,1.56298828125
20-08-04,16:01:25,-5.097173333333333,50.16724833333333,17.3125,0,0,0,1.5565429687499999
20-08-04,16:01:26,-5.097173333333333,50.16724833333333,17.3125,0,0,0,1.5533203125
20-08-04,16:01:27,-5.097173333333333,50.16724833333333,17.375,0,0,0,1.5597656249999998
20-08-04,16:01:28,-5.097173333333333,50.16724833333333,17.3125,0,0,0,1.5114257812499998
20-08-04,16:01:29,-5.097173333333333,50.16724833333333,17.375,0,0,0,1.533984375
20-08-04,16:01:30,-5.097171666666667,50.16724833333333,17.3125,0,0,0,1.5404296874999999
20-08-04,16:01:31,-5.097173333333333,50.16724833333333,17.375,0,0,0,1.5404296874999999
20-08-04,16:01:32,-5.097171666666667,50.16724833333333,17.3125,0,0,0,1.533984375
20-08-04,16:01:33,-5.097169999999999,50.16724833333333,17.375,0,0,0,1.533984375
20-08-04,16:01:34,-5.097168333333333,50.16724833333333,17.375,0,0,0,1.533984375
20-08-04,16:01:35,-5.097168333333333,50.16724833333333,17.375,0,0,0,1.533984375
20-08-04,16:01:36,-5.097166666666666,50.16724833333333,17.3125,0,0,0,1.533984375
20-08-04,16:01:37,-5.097165,50.16724833333333,17.3125,0,0,0,1.533984375
20-08-04,16:01:38,-5.0971633333333335,50.16724833333333,17.375,0,0,0,1.533984375
20-08-04,16:01:39,-5.097161666666667,50.16724833333333,17.375,0,0,0,1.533984375
20-08-04,16:01:40,-5.09716,50.16725,17.3125,0,0,0,1.533984375
20-08-04,16:01:41,-5.097158333333334,50.16725166666666,17.375,0,0,0,1.533984375
20-08-04,16:01:42,-5.097156666666667,50.16725166666666,17.375,0,0,0,1.533984375
20-08-04,16:01:43,-5.097155,50.16725333333334,17.3125,0,0,0,1.5404296874999999
20-08-04,16:01:44,-5.097151666666667,50.167255,17.3125,0,0,0,1.5436523437499998
20-08-04,16:01:45,-5.09715,50.167255,17.3125,0,0,0,1.4888671875
