"","p_rms","time_from_start_s","abs_time","tol_cf_25Hz","tol_cf_31.5Hz","tol_cf_40Hz","tol_cf_50Hz","tol_cf_63Hz","tol_cf_80Hz","tol_cf_100Hz","tol_cf_125Hz","tol_cf_160Hz","tol_cf_200Hz","tol_cf_250Hz","tol_cf_315Hz","tol_cf_400Hz","tol_cf_500Hz","tol_cf_630Hz","tol_cf_800Hz","tol_cf_1000Hz","tol_cf_1250Hz","tol_cf_1600Hz","tol_cf_2000Hz","tol_cf_2500Hz","tol_cf_3150Hz","tol_cf_4000Hz","tol_cf_5000Hz","tol_cf_6300Hz","tol_cf_8000Hz","tol_cf_10000Hz","tol_cf_12500Hz","tol_cf_16000Hz","small_boats","big_boats","large_ships"
"1",45195626568.0731,3155.5,2011-11-18 07:43:27,397375234.368026,161939766.010721,289521475.105068,230044583.37346,73843073.0865498,90646288.2200647,17101201.9981329,5041014.6824391,7486427.81249822,11709109.7750848,9100915.98410307,10451410.2349248,14281139.1497359,20116218.7990169,32311839.1514407,33657657.161574,343483372.983955,1264155654.29285,1520378352.13013,31116038226.675,5701843227.44735,1447968098.32925,1059189101.53459,848110973.475146,134082369.278347,77865695.4801144,69236566.461203,32639950.2282595,27720356.7867406,43475086550.7423,195780431.601163,1436918405.64411
"2",45459457337.4314,3156,2011-11-18 07:43:28,340644941.739132,268571519.993834,176604113.134365,85762886.8515044,106168875.635883,48216823.907686,21261062.1478664,7146828.73004759,9148683.10553685,10310610.2497013,9554120.13764485,12459941.9830857,16890668.6436446,26099231.6692359,36453021.8433396,33559303.4626126,477741053.146657,1132249136.66123,1729888293.23962,28287758699.0869,7406306579.66767,1854972045.16941,1773283706.82305,1189405719.24276,154707424.732115,78070528.2184111,75929136.1078911,28995121.8076973,35574290.0636043,44049367824.8772,226203955.688624,1084707637.53775
"3",58931104641.2633,3156.5,2011-11-18 07:43:28,639261114.495701,198975618.548102,88419047.0937734,140910033.974359,129293546.224533,63809920.6637713,28240214.9989752,10383229.230081,11965077.2656103,14817300.468352,10417068.1278035,17739798.7572178,23046781.0805973,42899324.5490654,51035743.0539082,64523468.4081234,826553962.74458,1136794011.76563,1830008476.64717,35720488414.6032,9952951147.46609,2081149164.88707,3145067786.18645,1469204977.56086,171048614.469879,85340909.0771183,95725490.111597,32188706.5106416,53676095.6379509,56373927456.3624,331842467.690417,2097030442.19871
"4",47920312827.5647,3157,2011-11-18 07:43:29,784349280.15893,131786927.506436,167345222.735111,152151065.045452,70240391.0298371,35847794.0886833,8204023.05259809,4961480.51932947,8212420.97208842,8806607.59862938,10121132.8170816,9018820.58027287,13284244.4974897,17976453.9601298,32319297.6250312,33721165.6464035,1000311278.07763,996350564.838204,1793262051.4,29520958824.5449,8096497109.967,1271683012.50501,2159826409.3685,1344885677.82088,134978864.630167,61563684.2907766,68555807.0579797,26268140.8670127,35452595.4047944,46244651932.1451,191092718.660158,1389785202.84712
"5",29367374487.7767,3157.5,2011-11-18 07:43:29,3066394174.16668,517328136.711181,328630485.210925,192054991.100135,104956798.272943,67885870.0529804,19103287.6974872,7597461.27892187,9522867.48815262,8949127.94851742,10492458.5590157,10886431.3479674,12242645.2350758,15299521.255205,27406096.8987098,25673369.0826835,912451913.189297,557098472.290777,987425356.839936,14624712820.7356,4203030207.30346,866238607.732366,1351469291.25452,1018249357.91762,134124077.621424,71516869.0163661,68457676.4096558,29911828.4020226,29145115.1675676,24694329749.2376,176459410.632599,4410535275.34765
"6",21069574661.6505,3158,2011-11-18 07:43:30,1361934704.51641,265270861.337419,185757299.572143,106198894.226081,86284997.2289472,35845620.8277594,28558522.9745058,8455375.76033613,6399272.64975841,11130417.4861341,10566157.4531243,12120025.7012266,17764545.3863781,25279152.5837452,28096605.8435348,29901558.5776568,731248008.399073,389235177.103113,678075876.839784,10951616731.0252,3152289645.85331,683704006.413904,856029078.81699,821602261.820154,110592649.259084,59955427.1311673,60114695.7528113,25137204.9742211,25788740.3174989,18416431414.7928,188292140.442349,2390178278.77497
"7",34879836565.3376,3158.5,2011-11-18 07:43:30,485879310.87413,129448376.293561,112911571.408568,181695066.531701,73575384.028491,80187238.6945945,18337722.6052087,7910395.96152854,8054201.40144582,10646211.7343256,10563364.1370008,9696328.43556454,12191736.979155,33358179.6282729,32922076.3680342,40425529.1428224,1144880899.94332,593792550.988418,1079454034.46773,18682891737.1764,6686998409.0396,1859705491.85403,1857710646.11277,1370853593.89263,132819326.329244,78486124.0825392,86581431.5897522,27552789.9087258,53619526.8932425,33440059382.1553,220329776.838328,1101204723.16575
"8",56335559628.6988,3159,2011-11-18 07:43:31,691172922.00068,157064775.27479,147459755.101427,142682719.029692,58689501.5875172,46828093.3597732,11572577.1168311,8263941.54315579,10432869.3731324,10541347.2393286,13577471.2756533,16425129.4796821,17300790.6526484,23120541.1531273,29300208.72836,43872820.0610958,1320342485.3198,998734366.299259,2321292554.53449,36094631890.8297,7403624779.72347,2284281374.89342,2406394896.63906,1813155384.50152,146613541.266917,86159508.7912322,70380161.9251291,33114858.098986,78062767.5469477,54544162531.5337,352555419.030095,1297943567.19114
"9",59947273317.771,3159.5,2011-11-18 07:43:31,290090095.689573,308482674.608098,155428479.71305,197113828.341833,99686547.467591,35497754.230348,12844278.9900934,9222579.6074456,10897300.0210763,9383410.23169785,16290246.8744947,20542752.7771686,22206903.1536614,38001226.1822875,41598768.8212428,58700562.5683028,1252591259.46165,992148070.691837,2914803735.31061,39333628004.8142,7663930569.03391,1850101717.49422,2248631782.05843,1691638384.84592,154523218.374093,68017267.1528505,46137074.6045675,38994899.221668,80253376.8311339,57729841286.0853,553968211.100508,1518922454.05426
"10",66998309004.179,3160,2011-11-18 07:43:32,383168423.924596,130219475.480779,160303348.958968,96702949.1424329,62454944.1166777,20873089.7002564,18437699.9638246,10952617.9174897,6748051.5043856,7032186.54328565,7867760.6752523,12680189.177402,13056423.7275825,22569328.3834176,27648663.2285481,54751702.2593092,1261261995.189,1010046526.57457,3980768357.45315,46852739869.3758,6653276413.31782,1920398777.5931,2487953936.55501,1537893873.17213,114892365.432258,54552804.2271146,39377787.983557,36792745.6574582,65454534.4712077,65467263478.3514,558760767.504444,849064545.041351
"11",75477630293.9378,3160.5,2011-11-18 07:43:32,213543429.75247,113486426.652565,111883184.808675,136660514.228989,52051037.2104179,49866390.1719605,9191763.00702026,5913487.66030364,5897869.80093173,12653985.9576364,8586037.87620209,13898752.3477693,13605376.7623525,21744320.8743076,26842542.2838327,56837984.0158043,702543666.851464,1039529404.82796,4818231565.4798,53053809553.3948,8622131342.74817,2295220892.35166,2303966887.33555,1455243824.73894,122607906.501975,56398772.4770082,38464534.6818597,44029581.0517469,77602671.3965766,74171471819.2174,469774229.028177,691640762.005274
"12",71697034236.3565,3161,2011-11-18 07:43:33,117927814.863023,148621160.477223,97753892.5167864,153602679.812668,59553416.2454577,85568108.1586954,12347076.8909837,6889815.855002,9798311.37571262,9240322.93913562,10927991.2323343,14104392.9671886,17674553.3603435,34799025.2558436,36109903.1231653,69836469.0523806,518502291.527862,2461190923.98088,4110113328.70139,44863805880.141,12968349704.3064,2196859828.5308,2066658700.31066,1368134008.01151,128448773.051927,50489287.7889115,50836249.9111832,50737442.3907263,62437974.6904424,70476634766.3036,459351329.680918,617612411.208546
"13",68480247568.4298,3161.5,2011-11-18 07:43:33,109721622.23201,161586540.24304,181527531.780814,66300357.9994271,36102622.4606985,39599994.4358889,6747501.58218408,6021683.38977546,11218012.4382942,7787574.63103393,9101431.10914637,13094451.4001221,11564695.2349966,20625575.8366094,26641427.6036941,51612324.3307787,787024182.567,4090538455.28288,3175272906.00778,42361454318.7584,11723856370.6998,1985768074.56337,2173122265.85327,1172356588.5588,91696528.8794684,40451438.3761676,54307700.4762322,44430872.9821886,46965999.428509,67476680834.6029,294672481.909741,587060062.404719
"14",81554685911.6771,3162,2011-11-18 07:43:34,253901332.650916,37605180.3323014,177847010.722379,155584294.453874,27744567.1874201,64749679.5444058,13659069.3114434,10556105.3309843,12864993.3581654,13752191.5151148,16887932.2721398,17702325.9999242,19919596.2204746,43734462.0106482,56823814.5777818,91482285.9776954,1279734303.38151,4370633709.21056,2992377101.74014,53246737217.301,12023543885.5825,2369568669.10297,2619499788.70609,1325017780.07323,105761925.678702,61773254.3726266,85953050.4941479,47499035.4426378,66835471.2748596,80166406541.0753,457187167.807463,773982724.481151
"15",93749573919.7665,3162.5,2011-11-18 07:43:34,146364442.624428,134173149.613424,145949432.492164,81687175.2963787,62938249.9984315,49565069.1958952,15195483.826507,13132263.2344761,23259511.7271734,27799780.0797101,29491353.6446867,39056277.7410217,51171679.5150126,105667445.473304,117018954.347846,153348409.79818,1826551338.09454,5027220485.95552,4259882883.66216,66047720865.5776,8938340763.90513,2429415251.8235,2402560101.83442,1314223277.39143,82626453.9164336,67445294.5100218,104947668.414153,41369496.6391518,84995302.496349,92185259915.3317,691875103.088304,701127924.111553
"16",90989311621.1212,3163,2011-11-18 07:43:35,321585509.145278,156068480.901149,85959117.5507243,73262886.6049354,117801167.280255,41695747.3898114,8018975.85342423,7216697.59484244,16807660.6281225,11003285.0411716,14302589.2037313,14202129.7772909,20331296.6495812,37253461.716896,64472619.4735095,130545394.913706,3701432683.74716,5785775681.95119,5587794524.78113,58401945235.0845,9933411775.43728,3240098085.03632,2123415976.3818,947690053.756154,66057103.9864309,87356680.9858898,86596435.1388653,39020969.143201,89237476.6373829,89516332197.0709,524099100.15499,783867725.158645
"17",94559101902.0959,3163.5,2011-11-18 07:43:35,127469183.648262,94368981.5306686,157062067.581139,94104837.3612095,66657214.8785796,31267899.0079698,7438742.21744447,4657398.0743066,14402750.9413015,10039529.7223027,10227016.1475207,14148570.4545167,17402621.7781417,32557524.620796,40562818.8218095,93397596.707948,4305297890.78074,4314326443.55751,5991200455.86896,61599108818.9384,11665892482.0537,2509062456.29253,2380258454.96225,758885410.726674,51757128.7130213,105676793.637087,100664660.430948,59215590.9638903,104147285.625347,93281181116.3793,515534030.808345,558523571.915285
"18",100060576529.687,3164,2011-11-18 07:43:36,245711271.396896,257344520.430935,405441434.041156,69872049.4666061,44402895.7702812,24561563.3358917,9204127.76920089,9406544.4300782,17963218.3678831,10657084.5340604,16561772.8811418,18578560.4080441,27139805.759286,41646531.22967,62999630.8840056,98224556.2454527,4835823105.80095,2513752540.80369,6982574553.90497,65652662275.3044,12388633997.1176,2718726545.83622,2618380208.84337,618557400.479484,54817691.9115907,113457715.414296,93408906.9065254,73029186.685232,83446195.4347121,98312561378.338,517660646.547273,1035435823.4469
"19",97746716781.5603,3164.5,2011-11-18 07:43:36,124678572.663242,195039492.42862,177728319.798098,162494224.478793,74927516.9096137,50087425.5661567,17448859.8484012,9253860.09681394,27607638.7052169,13314730.6631871,16971721.2088999,15749754.699115,16968027.4723155,25145575.2511036,42616017.7407036,71445034.7356699,5750644645.35368,2589686272.70137,6067308424.9898,62973883404.3942,14358076907.2756,2317926823.94372,1892822078.1517,558822904.187244,51967804.8685924,89403650.9839181,75459257.3440816,66683977.5350088,84302447.6292971,96286960601.6104,483553260.101216,790836865.104841
"20",91426227792.3524,3165,2011-11-18 07:43:37,275210497.924,360413669.918409,295950188.764394,135640810.048725,32985194.4558747,52844680.6630127,14592335.5839112,10144242.7821898,30874092.4403117,12940683.9260827,21637556.7548685,17787439.3084695,21707973.6497926,29091691.1526068,53432856.28079,79633992.4078282,4596384024.06534,2988002584.77595,4859665246.8719,60891654946.5735,11075468003.8229,2516325241.66052,2372388631.13219,633575248.005805,76227979.7044499,96036982.0832677,79918004.3155861,69679582.7371703,78531248.7800508,88904784329.0235,1278821256.96493,1060875729.02381
"21",88875599074.8858,3165.5,2011-11-18 07:43:37,126803475.705884,60679089.2807962,129610917.473631,181324369.745696,79989768.0163763,54614202.4039712,17925111.8597605,19206329.3128476,20732382.0798162,10567926.2453019,20524263.4882804,33415211.3634871,28389593.0113707,39984424.8141654,107835392.965764,95116822.6641847,4037932305.31098,2990737976.93852,4883418713.06435,60714640135.3345,9765089548.40772,2825220202.94352,2016231246.3324,305038067.561867,92491176.1404814,90837191.264506,57110891.5973972,66873026.7682456,67756706.8445471,86458421134.2125,1583381093.24131,665091023.435814
"22",98359056816.9154,3166,2011-11-18 07:43:38,281323060.710232,359525544.69202,275171014.640853,198299539.848705,51112608.8422939,47119018.5795918,17342318.8659471,15536302.3136149,24615153.419214,20246721.7494031,29328206.2120984,42484408.5633984,42257201.3179784,47924067.9491361,125403274.90732,103126132.748759,2303850835.44819,4597721872.27393,5350141520.10509,69204412841.9293,10956829671.5861,2773769192.92863,992949559.660294,238723368.514548,128396136.985333,100087213.741442,62311228.8607243,72399017.3675608,114969227.56472,95345579680.2246,1674683384.91869,1107723093.22069
"23",105558526516.123,3166.5,2011-11-18 07:43:38,196865613.829303,97170959.8868165,226778309.774836,83598086.4370322,57252024.1335005,34069694.3248895,10945198.6078113,11323669.7840585,26778747.1950587,10506651.8831773,14760004.7233128,15640732.5814473,16595096.9668417,28964041.5043992,107451256.868566,81585201.6117059,1349097967.10952,6806016477.24565,5209628930.18633,72851812000.8688,14070536838.5153,2485805896.89606,1010393062.91087,282377697.925956,154272172.4047,92853416.6346108,93536863.9247172,55005752.5593335,104075174.736922,103463780528.153,1117346592.18989,754733637.365896
"24",111748943935.269,3167,2011-11-18 07:43:39,236915986.854281,214467898.871829,147841962.456667,155550073.998894,115980342.711201,32813647.7255297,9508035.34197286,10425563.7935848,18735542.8832096,15376855.1736882,16067703.608575,20047119.5796236,21867021.1515352,48754032.176331,142133263.406901,92811296.1740315,2266482770.57906,8785791986.44643,7348534391.40528,75402674677.0029,13193678670.192,2056871335.62902,710424399.034503,391660939.148731,158569525.549724,79259903.0685383,89690618.8777598,47547465.6901133,96480990.4824535,109749198393.239,990489286.624814,806665592.114568
"25",128593489830.541,3167.5,2011-11-18 07:43:39,345842620.997296,330854773.468602,224529855.94845,132927608.634804,120940013.668623,36164428.5804185,24256670.0041189,14300474.4868491,23892731.513448,23044164.1764083,21010377.8378541,28535221.4847655,37706927.8978097,48434409.3568249,129587976.783631,123729844.743458,4480654819.48572,10138510042.8177,8288690369.86867,84463912311.3712,15557934904.7306,2537533702.08315,383337885.342832,715552111.629285,135810313.474999,72253562.939206,118070283.471145,56285878.3228127,88130674.3220273,126451720883.295,749339281.516107,1175858300.16007
"26",132958216327.898,3168,2011-11-18 07:43:40,132094218.190568,111064167.879231,144438395.04543,108880750.580387,97695794.1069507,50602555.9033277,22526862.9877301,12024554.5743748,23350360.8907713,18973720.4692675,19043483.3060696,23286343.0804285,33723553.304779,55758893.8264758,168408114.669225,177762423.703623,8725553617.13248,8298504659.86806,9374619738.72815,87101489267.1913,14900304399.4539,2017638232.87801,308869998.764095,678204441.878724,155838900.347462,75349102.2691685,124237453.262427,57758243.090073,94169725.8987542,131213023714.532,874209148.188905,648037840.351713
"27",170158417605.992,3168.5,2011-11-18 07:43:40,345304055.834219,252844887.639768,117575799.312589,118377339.179825,109281531.670565,78152047.2774313,20242848.807245,12667280.1284188,15387412.4824243,20896565.0463698,17292276.7493236,25720975.8122072,29508031.8261119,40344386.7088891,108793684.797329,164357274.264715,8329450968.1196,8837887202.66964,7385148679.26048,124146362372.717,17127069596.01,1377757645.73204,343054941.414613,766882985.689704,179853126.895627,76515041.0343099,175339093.319981,74234138.4401907,84955854.7791254,168135006328.529,830215583.81901,954002803.36714
"28",155489602993.364,3169,2011-11-18 07:43:41,437352275.875691,300051753.138038,80071178.4448952,196971494.191779,115781380.259733,57066298.6448141,15846720.0900978,11632897.1980838,17708503.4957616,23824048.9403918,20200869.9403722,34988703.5165811,34827971.4234667,42467324.2627324,132384644.736481,175041787.822603,8989547942.56074,6113265302.32361,7476927367.17753,112408493256.044,15134282154.9313,1292346120.34037,637732778.235826,1272269646.83821,129839061.295118,64323140.2141213,136665402.993686,62892534.2377419,81747990.2033861,153147483936.678,893166899.455599,1249005502.33725
"29",155290017447.741,3169.5,2011-11-18 07:43:41,192335693.231023,186164243.370687,111414084.684458,229318887.341577,130873603.643164,48430256.4966144,11083680.5648691,12833823.8497954,16458080.3606099,18691046.3508075,20777974.8277445,32523579.2422417,46158731.0813271,71616885.0429834,184808625.953604,285439909.491047,10589436747.9068,5264420096.30521,9295437430.76089,107582112895.825,17170179104.3293,1252385624.77594,642052772.3796,1484884553.84557,121757015.330049,100899913.187575,138662840.888989,72636645.7918034,94091089.2265506,152517658200.324,1701268902.24591,853657073.630956
"30",171590967494.892,3170,2011-11-18 07:43:42,187782793.477051,279541873.600785,270798236.435436,338561129.185824,137613955.810825,58440551.1664473,26612125.0419475,18272053.1843542,32189060.8994344,25491321.0271735,30970603.6763925,42389317.6730205,38322199.2907897,72732171.3386364,121617569.104985,290143854.633029,8579694706.86403,8711107576.75332,11507481532.8861,117726581320.012,18899838672.2528,743933877.20622,1028899672.15299,1974214084.37937,137784613.783666,127982280.495952,119240995.062589,79632887.2058331,134634723.815757,166240810792.912,3724810580.36794,1349277384.93423
"31",180831251810.503,3170.5,2011-11-18 07:43:42,292589824.13314,406059988.342132,227646756.715569,257268152.702643,61848962.6969211,82286641.0297039,29535275.8555914,23717726.3684894,31986821.3929895,28295911.0220499,30730566.383028,54668429.6036313,51117507.7111463,72954069.8179401,122356032.33642,241215197.890343,7004349511.40121,11293828975.8255,10192600244.2845,131997438678.635,13583980680.6394,859653801.861141,1472606364.44505,1904842291.42148,158407881.840812,135361780.588152,109863377.140715,86049420.5938904,120674928.445428,175942635569.056,3307202928.63024,1306070264.01109
"32",176290589186.87,3171,2011-11-18 07:43:43,113524025.72767,376824739.874112,230668955.304312,120534778.574521,117777612.260909,89059836.2850497,17090873.5896099,15502502.7712399,26335192.9827577,19356199.4408946,21632357.1110598,44102461.9720635,46297122.6821846,81772090.2102903,109856746.992074,269605662.344466,7564523657.40502,13999454932.738,9349524283.77034,130197212489.452,9140678849.98591,616528953.052184,1506261208.29387,1689898970.79118,125931823.096903,151565183.30031,123303376.50384,91778089.9150334,139348120.634301,172006250135.037,2909634093.00001,1057505008.67927
"33",200974362364.904,3171.5,2011-11-18 07:43:43,141729954.349201,141424290.964102,106575575.825703,151962925.329741,71097222.932607,79338178.6540314,16858800.1426419,7992313.87888961,37521833.5292397,13585745.2616515,15879239.3529181,25463734.5192322,37302577.5520583,89138540.2556663,101042434.370262,180022587.268985,8232118273.78571,18535212400.449,10762041649.599,144176886770.961,12649304097.4089,457550479.930673,2007323256.23714,2534700719.57022,119820488.591141,163965560.048527,170905313.126243,119582491.638657,152907303.820333,197934799862.742,1981093841.66621,662862902.019589
"34",198333726420.605,3172,2011-11-18 07:43:44,248882771.682928,170233644.869849,160503546.637177,189409310.765652,151205620.671187,66978692.8253751,15653770.7827999,17455240.4058447,35563827.3915449,23336370.3834126,22167758.4021052,41968888.1254552,37575944.2684704,88270939.8905419,197988021.644405,274754406.250726,13819346694.5793,17729261378.5034,11064194770.1045,138730829807.051,9052818335.65198,680684686.332489,2237657500.20259,2701714106.45967,139032299.81975,191202809.500327,188428883.557249,130843336.647961,174501787.148754,195085868977.542,1927619060.92738,874020232.639976
"35",192683813212.718,3172.5,2011-11-18 07:43:44,475133748.527027,233425172.730666,144795209.332462,252526996.312874,184673273.873201,54275348.2121917,21263116.0988487,20057761.0956001,39303770.4068461,21617897.4287547,24254012.3689642,37489960.2253376,46340423.2974715,115697780.37505,221564599.710339,258408956.68983,13112880416.1522,12179122560.036,13310364565.2871,139985265244.116,5915545853.32366,788957790.537319,2580635587.36603,2039477047.22809,161076231.783966,144444003.040255,197797986.939119,112170660.939993,167077877.196783,188729189677.433,2156886181.22905,1390618933.87002
