"","p_rms","time_from_start_s","abs_time","tol_cf_25Hz","tol_cf_31.5Hz","tol_cf_40Hz","tol_cf_50Hz","tol_cf_63Hz","tol_cf_80Hz","tol_cf_100Hz","tol_cf_125Hz","tol_cf_160Hz","tol_cf_200Hz","tol_cf_250Hz","tol_cf_315Hz","tol_cf_400Hz","tol_cf_500Hz","tol_cf_630Hz","tol_cf_800Hz","tol_cf_1000Hz","tol_cf_1250Hz","tol_cf_1600Hz","tol_cf_2000Hz","tol_cf_2500Hz","tol_cf_3150Hz","tol_cf_4000Hz","tol_cf_5000Hz","tol_cf_6300Hz","tol_cf_8000Hz","tol_cf_10000Hz","tol_cf_12500Hz","tol_cf_16000Hz","small_boats","big_boats","large_ships"
"1",1146090057.22888,1460.5,2011-11-18 07:15:12,303090314.879103,117305684.344631,128111878.163959,76326922.5977157,26460640.4683248,37837858.5009907,5730840.19451299,2566055.03717935,4274873.84866108,5117389.56105727,5725451.26043898,4857484.73637903,5965224.32521706,7114126.7335961,8494654.7149975,5385928.48940624,6357665.89079065,7717098.10816559,13507527.7663496,107464511.461206,28100314.0131678,12820283.3031575,8761231.40681209,9460894.62587781,8184841.55447558,9583491.69050544,12190575.4813723,12474377.4347819,15459002.8012424,215307394.01353,53349816.2252421,839945331.951288
"2",1100361112.26829,1461,2011-11-18 07:15:13,123844044.5704,101849323.483432,113263869.210326,62878237.6348101,51844380.7185782,13490187.1490574,4732924.80283306,3912317.95235495,4645715.17852751,5988066.77935432,4758911.03136716,5078254.82808734,8162061.85316341,7196584.41309037,6183894.13118516,8057893.21745237,6191592.43750434,10652194.8622382,41104277.9633205,225758048.870909,49004890.3101682,10169986.6688158,21436296.6132763,152890499.84465,9606752.98595265,8563715.44905318,12106431.0559928,12120821.6891834,13710111.2455923,537614492.527655,57883556.7735572,469345289.643239
"3",657249152.464154,1461.5,2011-11-18 07:15:13,93743449.0394672,45678165.3293263,42001987.2446184,24671767.4848589,30023436.8996815,15617199.3510031,6646450.11593934,4820110.10648459,3383705.2823794,4641051.78469119,5633071.65890978,6134151.76085601,6390166.48336166,10321697.6517517,8453813.67582541,6096311.99761866,9718473.87055853,9906461.75668124,27635785.3062542,166098806.317468,21604168.7527343,9322315.12020041,6447730.53773385,8677119.71103365,8390914.29977822,8806114.31801766,11553908.1925877,11624583.9266921,13161120.7787604,277259698.61735,62295382.9976026,284110179.547254
"4",1301721588.81442,1462,2011-11-18 07:15:14,371938549.021126,95160418.5020155,172593414.309649,84928193.3279619,39932463.021841,28921867.9915497,9155757.74184458,3479271.01799267,4498958.39641277,4834453.23098209,5551942.74971736,4180783.18334952,5201602.35658955,7725999.78383136,6727845.70522992,6310691.36402792,8208580.80990838,12053067.028587,33325546.4184805,224607973.232614,39174810.5452443,15236941.4433407,8636178.41547579,10909262.4498601,9056580.32442904,9161367.28921321,11619577.9572924,12076846.7836132,13696101.1216695,371035608.502816,55246504.8696331,840730419.623151
"5",954925789.436624,1462.5,2011-11-18 07:15:14,110840028.968998,243055910.612703,147028872.142447,105149957.156728,39939095.5926372,27105193.1188775,8270372.75401953,3167504.05577954,3313969.37982963,6412426.31761575,6015970.65193937,4534530.09330032,10534722.8522441,13674023.7427055,9046303.00753452,6489085.16070142,9921496.92693735,9030764.01537629,18229138.1084799,92403179.9610432,25670246.4458676,9660726.3662655,7950313.00127529,13256552.3662024,8796538.77540806,8880478.57298286,12342506.5471184,12987771.567343,14059069.710111,204139455.747937,70694069.5791039,643372671.886561
"6",3539324832.49202,1463,2011-11-18 07:15:15,168509757.611103,408403407.117062,143926018.510866,71718264.8212181,122495017.780078,55439692.1555732,9875880.63006296,6450959.59425718,8834319.58186879,13462548.3105124,15913904.4475242,18260374.5616238,23496651.4157297,37550999.557515,29984042.8370245,26582100.8465844,27201263.7344059,77423208.2396358,343375355.920465,1302258919.08106,363051700.073758,97917587.5038976,30043434.941443,44843285.7614709,21228092.891462,19018333.6374494,20101847.9949498,18530389.285193,19795812.0351344,2321162922.69981,195560937.832178,969305560.527343
"7",617427577.712187,1463.5,2011-11-18 07:15:15,55677385.8172646,132267758.403884,31420743.1019534,45616111.8348575,94504582.3482671,26605459.8725311,6165970.89128255,4924387.58305692,4584599.2003249,2724370.05022102,3861012.74919731,3105101.90747272,4432566.45608261,5377985.19167845,6663385.66421575,3588677.90115009,4464759.18678481,5083448.29861208,10281649.6664656,55165502.4387588,17440237.9090864,11029799.3320111,7630523.15420985,8591023.21172202,8023374.15725161,8851585.88286826,12021743.8709157,11861635.6236854,13544000.4332039,139993404.786762,42503915.9463627,400384980.102985
"8",853657147.543869,1464,2011-11-18 07:15:16,276652057.854069,100888477.213251,60794727.7171252,82035074.1858947,43249623.117296,14643466.1516803,10165286.6868273,3678854.17359629,4380281.37512511,4345365.99008442,3813738.11545629,3701108.33958916,3841364.75304558,4309421.63548016,3584066.45825292,3515858.95616808,3451358.83544527,5290579.07998274,10496116.4666257,53732212.3932219,14362014.6240318,11401740.9510017,8799216.36650378,13160662.0250855,9216638.66972984,11165910.1965821,13247813.2392001,13146144.0515431,14421609.9361762,145644673.994388,38872211.0161138,631625937.229328
"9",1165626808.49139,1464.5,2011-11-18 07:15:16,236478203.939557,166081665.671276,117252027.737623,123655113.661451,30497677.884822,16965564.8773675,5694611.04129698,5241470.28607279,7026949.51703552,7852930.12946176,7330077.83848683,11761829.0699069,10613209.137807,11967229.300625,15207787.183078,14861375.4765223,28901803.0951892,35318923.6355766,48933531.7740717,139307587.836556,25922598.7962857,9794909.10690266,7790840.92716023,11563789.6455018,9585853.69551059,12356034.2534943,14748201.5485299,13548896.3323398,17525508.8546457,323797617.585583,105228659.459279,694587843.946638
"10",794058196.3673,1465,2011-11-18 07:15:17,52168844.0271567,90914471.1974143,72966976.1379236,68368080.6590054,34129061.0781161,16308257.1244745,5685337.35522627,4976710.7346844,3724894.00209791,4258012.08537136,2556646.39396714,4035668.93433404,4848170.69264507,4454069.21186748,4591966.96462351,5226052.2542122,5208763.09624629,13283698.7485279,34359159.2632618,237355903.021649,29759011.1382494,20343366.7730258,15203434.3717893,13789564.3046966,8062324.80667766,9398575.99259234,12846627.4116732,13272056.9483099,14658711.7469086,389693730.105715,42462706.3663456,324027601.49487
"11",991766815.706312,1465.5,2011-11-18 07:15:17,48382398.208384,261406627.523549,127171124.883395,129671240.49408,38733882.3458095,15289870.287225,5156626.04393816,5382028.49748796,5783199.47057242,3800989.37343549,3958908.05073468,4185330.4500232,4491030.20224848,5905854.56751872,4169164.801585,5180712.35418062,6175516.21815017,7778505.61916486,14789540.8651774,104424500.6102,18634762.2857448,10330514.132699,6711337.45823827,8351369.35174712,8135827.76907417,8800605.05431215,12625536.7091701,12739716.8376988,14599723.2821929,196926943.561278,47703792.4297392,709859154.086909
"12",832341141.71004,1466,2011-11-18 07:15:18,159794303.86499,115233252.607032,99378938.595979,105344958.287162,40781285.3569676,27888446.3989055,8756438.53936388,4626734.07889732,3911802.92044736,3977867.55087831,3883214.08421867,4498555.17063465,5586180.73427009,5096177.13441532,4006604.28255246,3449166.03265205,5383123.33254643,9865968.07248306,15443777.9902623,89294764.7148436,19622887.3667812,10553586.8765213,7606421.54753054,8686904.25126907,7760526.95489276,8915645.70194396,12048470.7629915,12532786.1664603,14909513.7771782,186641174.770025,42438050.5568335,566407375.548713
"13",765804171.970072,1466.5,2011-11-18 07:15:18,89186886.6689129,215724210.534468,59514590.9930793,93209948.1652742,26941368.8866453,12247639.3945845,5211756.34742566,4630370.3871105,4566506.43850235,3436420.07362697,5222089.55676898,3003877.40219941,4400655.00088191,4470541.50365455,3374204.38669943,3512921.60673489,4186160.60351484,8164471.50988354,13182853.0490928,109462132.999216,17634497.7489359,9335803.3987373,6551396.83366908,8562417.22780699,8111062.12933878,8216158.82535904,12066223.3230175,11704094.682853,13800100.7808103,197107241.921422,39474450.8012966,494568012.494986
"14",882826792.655373,1467,2011-11-18 07:15:19,59159401.4733426,197756360.275995,129380588.973466,60026551.9804365,37633275.8945315,11769111.4467656,8984332.17474128,5702761.32580086,4902105.84817605,3401921.52747621,4382359.41735512,4013770.92620116,4423460.44389671,5183939.20165056,4361910.27031693,4142098.99461051,4379399.60970157,8101721.34670562,26032047.5148496,113167217.315141,63123719.5543176,17116604.5093589,9485871.6240844,10706045.927113,7689881.18257739,8754733.21972755,12299468.6456636,12743034.7171599,14799929.9930145,271725037.632371,45730031.5034642,528607476.205338
"15",764894640.285854,1467.5,2011-11-18 07:15:19,102793804.754765,73094321.4069745,124996916.512228,106028072.019314,50432053.7005021,27746163.7611432,5558479.98999668,2702591.41808858,3724925.4789961,3525817.75582443,3836224.66561822,4459968.70005655,3906954.49442553,4384792.011711,5125722.62703776,3788909.15335131,4699822.76552134,8173844.74773457,14770217.6900167,101763481.524593,30838044.3629039,12507114.6203088,7469028.97652242,9162213.58839428,8501057.44086698,9296302.27751037,12273625.6844015,12772499.5662239,15133033.2832264,210219435.29919,38392483.2671466,478147458.222841
"16",943392578.82342,1468,2011-11-18 07:15:20,148590698.049864,179779126.423628,120061331.453101,135902035.835163,40949520.3145957,18782559.9958211,7667226.85797361,5797113.00483606,3598533.4307394,4201605.09858667,4500346.38863021,4483492.90087755,3798950.84091982,4392548.50000835,5406400.8515171,5566638.06056775,5098581.60422293,9350839.45976997,19317907.7690244,148176567.94402,24991134.2497549,10823519.935295,8960782.24122945,9162765.20556101,8428230.49090533,9723395.80979201,13486108.6488233,12422538.7055444,14174329.309541,257830511.924553,44669257.5928045,603950383.068848
"17",867116861.3214,1468.5,2011-11-18 07:15:20,175460607.619515,113310817.75451,121574368.332729,66825883.3052888,60640594.5024715,21709650.3632449,10151827.1461932,4333666.52114214,5042859.17191139,3945166.97830629,3936761.65600054,3885194.37552824,4205434.78721892,4812461.38494669,4839940.60301438,3680204.6295393,5607049.84157787,10790067.2856447,16640783.3270789,136511898.674628,25788303.8471806,9931364.9196426,7205893.18314021,8971040.07231719,8369394.1319025,9364234.19073027,14725937.8091273,13141723.7459333,15732796.9911816,242788002.887255,43324210.075097,541018753.89212
"18",959794589.383943,1469,2011-11-18 07:15:21,143084159.593868,228144933.456355,85676331.0009567,55725434.1031886,53601100.6249674,43238434.8054878,6318909.66693104,3622501.26044599,4170784.61698976,3578537.56835313,4920026.1446514,3836455.29120574,3840521.18159299,4280342.61787644,4067740.39914363,3876483.3234092,4615492.91932849,7140205.78691132,17666642.4279195,114946771.028706,20153748.3747347,8104166.24523536,7704370.13378913,10066325.0372544,9107751.11987746,9482296.17423958,13157993.0334839,12748088.6528424,14275682.6413361,212756105.326062,39836942.1973388,670225688.085004
"19",699677355.321416,1469.5,2011-11-18 07:15:21,43659622.8914826,52017415.3254451,63785886.4725182,84635687.4033066,45828745.8337362,24047452.3476172,9003161.83036543,3865915.94515771,3943929.79886026,4889720.33131716,4797024.85833568,4252255.59727132,3319326.60625538,4424654.96857184,4737804.25975423,3508157.77570041,4549285.69053408,9011362.60596836,14799994.795801,110165324.106951,24269157.7544104,9755144.42471382,12009259.5756407,19570434.7334692,15279325.1091505,14660087.8565219,21093151.5719601,13505324.0019322,14915475.2782504,242099468.774743,41037440.9404365,374027534.852807
