"","p_rms","time_from_start_s","abs_time","tol_cf_25Hz","tol_cf_31.5Hz","tol_cf_40Hz","tol_cf_50Hz","tol_cf_63Hz","tol_cf_80Hz","tol_cf_100Hz","tol_cf_125Hz","tol_cf_160Hz","tol_cf_200Hz","tol_cf_250Hz","tol_cf_315Hz","tol_cf_400Hz","tol_cf_500Hz","tol_cf_630Hz","tol_cf_800Hz","tol_cf_1000Hz","tol_cf_1250Hz","tol_cf_1600Hz","tol_cf_2000Hz","tol_cf_2500Hz","tol_cf_3150Hz","tol_cf_4000Hz","tol_cf_5000Hz","tol_cf_6300Hz","tol_cf_8000Hz","tol_cf_10000Hz","tol_cf_12500Hz","tol_cf_16000Hz","small_boats","big_boats","large_ships"
"1",764672225.146367,2491.5,2011-11-18 07:32:23,156826727.169325,46245281.3755703,70164279.6018524,43631184.4941082,62839157.4932891,22140760.6271173,2728042.51261748,6770810.98956234,4136260.89298853,4140975.85357795,3424250.68731083,3499710.21739879,3285539.19379236,4041571.50799093,3410082.67145354,3357870.75040192,4174530.23683169,6438064.44125195,10431141.9303175,107919174.27619,19577967.8169923,11965616.697605,27962996.4234024,12129210.2297377,8508695.8377222,9806178.79506594,17056770.3213333,15361038.8870749,14833040.7982613,222544460.479902,38733155.3260586,458963260.261825
"2",858556588.449463,2492,2011-11-18 07:32:24,88699399.5390478,66618294.8032753,92236649.8004287,127625886.408191,24676867.2607712,17517234.6501885,6328041.94850661,5522353.08838906,3634798.9588743,2797415.24114196,3101924.23754066,4055597.81969931,3415035.67004226,4726348.89650783,3418871.46690449,3676007.55291214,4119592.12352402,5515105.18130622,11383578.4771374,127373594.52509,18823709.5547727,23737142.8350879,25539098.9718317,10019393.9769623,8013885.97122096,9501939.26617887,11563076.6880998,12838701.8995028,14375013.7041709,247102294.262854,38013172.5111586,537205767.664023
"3",839820927.177622,2492.5,2011-11-18 07:32:24,171985812.463805,63904318.5348569,100018694.172443,89754663.6177578,35784842.5889999,15998108.6684623,8132098.48430964,3768431.11838468,3675059.42116477,2760142.50366141,4537301.42535714,4778098.87548869,3468212.26327313,3844078.43805415,2943953.34023148,3438423.25241523,4764288.72681067,5311352.62872033,11082276.8384766,143294649.227085,19500731.6114015,14478078.3559325,23764647.1272219,11330670.4123136,8439512.28167843,9144100.66636151,16510933.9054276,18005733.2364516,14596011.3668864,254611258.355787,38901364.4783707,499535417.165291
"4",965126018.062098,2493,2011-11-18 07:32:25,162760439.109048,150138748.185662,90614076.7610448,125553666.212991,43516219.5951099,23709316.7324063,3586960.74078736,4429746.27603781,4471924.13069853,3361620.46887951,3792617.47538988,3642091.36469371,4017668.96807321,3981659.98385621,3422229.09128007,3688946.62825594,4871741.63657559,4819211.48357639,9911943.04074143,105645770.916454,18407004.858147,13956479.9766212,29035444.4303519,10700498.537385,8881343.19022863,9444242.66720311,13163495.4133938,14209186.866211,14199162.8754598,218757660.635554,37795112.8146908,669339010.408473
"5",687103370.354447,2493.5,2011-11-18 07:32:25,113950706.556159,92587295.1005159,65831372.3432323,48994086.6851162,29741835.4502051,32235413.4526687,5451326.34513508,4449170.63835107,2204316.03383005,5604649.69792523,4400223.63040489,4992543.23117012,3429966.94020564,3733451.87811276,3717344.21734272,4117280.39768079,4792485.64178666,4624034.9285937,8354411.90736216,107751548.973285,13669186.4386556,15993123.6915776,27338670.0550292,10352072.9186481,8871391.71587754,9486807.58766548,12936494.4672304,13242237.7174375,13012721.8217302,214650400.328661,40165781.4468987,395563762.16402
"6",716624664.583327,2494,2011-11-18 07:32:26,57240148.8564458,103659540.645378,83686573.9953009,64004682.3625696,73830645.3621634,25626933.5732001,10054367.976131,3953322.75836829,3638221.74865187,3980292.75224908,4457816.8440907,4005340.93196555,3421184.33839896,3457447.14699537,3141676.8394823,4059985.34425247,4569741.89781105,5409236.35823443,8068091.87689499,94476888.441749,14558539.6775383,12128247.6880813,10565660.0288451,11859120.997023,8119059.37281184,9383251.83648471,30559951.2356885,17751306.8970121,13956366.8180588,182761456.287927,39863960.5166581,434539217.983493
"7",678694575.127424,2494.5,2011-11-18 07:32:26,124404814.963552,56696601.2222086,66584273.2663509,78647498.5442422,20174952.295769,13213195.7631719,3922875.28645073,4575134.39874079,5010209.13557243,4045838.39375897,2999077.14393093,2528727.56163547,3382502.9289979,3878794.82975145,3689560.23307215,3065316.49332036,4540411.7151933,5039872.71806989,9897340.06698299,89271226.3833442,16457878.8804698,13852738.8904996,30698897.6358195,13247279.2826627,8272368.58680586,9131963.98141904,12697159.9048101,14446055.0027492,14556508.8543675,204048255.512954,35989587.2722621,398730171.37161
"8",880522515.987771,2495,2011-11-18 07:32:27,173704368.924597,79789843.1721657,136130230.951966,86613439.1703515,53456391.6525064,32392822.4613109,4072059.26335005,4728819.28297528,3906662.35397272,3281964.2862236,2970866.1876395,3122286.69219907,3489797.83584721,4208443.75682497,4680211.70232739,3447164.29124393,4672921.45427595,4937889.12750493,8048854.68667499,99671964.5233599,14481212.8759081,10856132.9227677,24613929.3853916,11923764.419577,8462892.93324828,9080187.36983485,11804128.0755291,19659212.9460244,15334959.6859758,199877226.848293,37252709.6104023,598959473.617249
"9",961745950.660895,2495.5,2011-11-18 07:32:27,223005765.544703,194169442.674978,77893448.8831969,91423123.698872,39569141.8304609,24037279.6013006,6961037.43897094,3254506.61685264,3921975.51972438,4409635.92878417,4293659.06058242,4749689.22533177,3898967.21083345,3733925.28233282,3455200.23573895,3507966.68113462,4653902.66561955,4907186.90812166,7221001.10072848,100328066.268536,15241357.3470222,12524836.2992907,19100870.6488079,12167111.2701652,8216688.61915768,9199074.43193238,14262048.1285022,23836357.1467735,14646817.6765205,196856326.308736,39652833.3855276,674988763.995573
"10",859946638.214797,2496,2011-11-18 07:32:28,136515117.579967,96407926.6664749,71355499.441175,107172117.752684,33509795.8106386,19180601.6580213,4340809.50163316,4239965.27773929,4044820.99530823,4139551.89465247,2786922.29984711,5015443.69144879,3562496.4744025,4283927.07009552,2944344.6044081,3715024.49470279,5055552.59993575,6859103.66018374,12700029.1433736,92383142.2786857,14129682.2640335,12221773.3411932,31348291.6050258,11667031.0365463,8617310.29813289,9007782.00442128,11820648.5915162,12677487.4006817,13736002.6548126,207431553.037327,37628575.5112823,579146723.440229
