"","p_rms","time_from_start_s","abs_time","tol_cf_25Hz","tol_cf_31.5Hz","tol_cf_40Hz","tol_cf_50Hz","tol_cf_63Hz","tol_cf_80Hz","tol_cf_100Hz","tol_cf_125Hz","tol_cf_160Hz","tol_cf_200Hz","tol_cf_250Hz","tol_cf_315Hz","tol_cf_400Hz","tol_cf_500Hz","tol_cf_630Hz","tol_cf_800Hz","tol_cf_1000Hz","tol_cf_1250Hz","tol_cf_1600Hz","tol_cf_2000Hz","tol_cf_2500Hz","tol_cf_3150Hz","tol_cf_4000Hz","tol_cf_5000Hz","tol_cf_6300Hz","tol_cf_8000Hz","tol_cf_10000Hz","tol_cf_12500Hz","tol_cf_16000Hz","small_boats","big_boats","large_ships"
"1",943981603.209802,6037.5,2011-11-18 08:31:29,363153939.954001,64493548.8810696,76329307.0209774,75240207.2721012,33600467.91092,32142714.7809777,8562855.12188641,2735528.99635269,7595888.19467392,8687675.95675392,5503862.5040766,7412344.3696135,14485946.2351683,22231602.0678627,12212428.8360621,14329814.7338473,12752472.3257954,11826009.0436912,16302752.5487066,76756023.5389287,13618559.0256675,5579744.62309917,5777749.20416145,8072458.10478514,7941464.12887622,8029557.28301526,11352955.2425232,12416319.4114571,17796054.8514463,165597678.488401,102791705.214283,638162852.850215
"2",862981539.361369,6038,2011-11-18 08:31:30,147407219.2241,66703607.5362957,143011481.619302,84318487.2447779,57993752.5341177,36873317.6381982,5072581.0605544,3532645.4746861,4910887.58415612,5120553.82311936,4384884.40305599,7565345.03620308,7639048.38112441,7993046.52632965,5807854.88394848,5890890.05336999,7112043.79414293,5352294.84268658,7302753.06787669,35378430.4644617,7844783.46123062,5431012.07223215,5959595.46142044,7731891.63204791,7873480.08282268,7868462.93279654,11586258.8002854,12471579.6672119,16763006.0957258,100119843.126234,56401556.5080322,669952286.729694
"3",582448871.229095,6038.5,2011-11-18 08:31:30,72628753.9734028,136775977.953533,28745681.3680208,134075783.683611,35234957.8868697,11197526.3193944,6016583.88157506,4061119.65883626,2715381.11737578,4580528.3600083,5378594.77815199,5375523.98566322,4960752.99219961,6186358.91404315,6389475.93832752,5793597.57114436,6046506.42817958,5485980.20546707,6882299.91431602,30279852.5033053,7045120.04585959,6580804.98910567,5858764.9012075,8036379.12596924,7869419.73688188,8457028.2047219,12337449.6829404,12414830.3017594,17282525.8111553,95607371.4486424,50276528.8649412,398881362.043276
"4",1026962053.84118,6039,2011-11-18 08:31:31,396239964.924353,154910439.501988,91131375.9735817,80862809.4279941,39984135.7606197,10256151.7848006,5618391.91919167,3552054.37917016,3995368.60183137,7589184.55233411,3701133.38284731,4088973.70867355,5304892.77031274,5494558.57599635,4297175.40042279,4589599.5947144,4416496.7520791,3672832.78369847,6262177.08346912,24080140.5023467,6803215.61132607,5687559.38152814,5659938.32671131,7799847.58443622,7613360.83031894,8294720.75921156,11232767.8960308,12470703.4567269,16936200.3758416,83613018.0007457,46196330.9529302,860514225.744707
"5",637834882.807442,6039.5,2011-11-18 08:31:31,86017247.5048873,69977695.1083274,203240102.035349,34074347.8042548,47836733.3448844,10306158.0206991,5939440.79219961,3570436.46465245,3916944.01942913,3944298.88363204,3702697.68077947,4379748.79323424,3518406.34967556,4588332.79618326,4416055.7353807,3780219.03199871,3531255.5123857,4033371.91345089,4649012.50825416,20880496.738251,7292216.12202668,5388592.93456775,6243964.85968574,8046473.36370807,7849824.21446849,8218585.40231371,11815318.0875787,12580238.3293426,17986090.9605047,79871278.5511958,39057297.2218769,480560945.067995
"6",707277577.498356,6040,2011-11-18 08:31:32,232586777.634608,108978434.347355,98819561.4489995,46846536.2964283,36607170.433457,20548092.3599773,5042424.30975616,4207177.29686549,3514746.62207532,4424988.46161452,4302012.87794129,4183137.0387933,3887108.0688635,3831986.45071201,3366988.74998976,3227740.12724276,3717839.72182335,3159509.99696089,4852210.18602612,12133635.7247226,6258059.93981582,5676731.21583172,5920667.06183553,7610459.93323582,7219569.18787411,8117863.84167415,11477708.0639602,12290491.9822084,17003927.6727529,67618205.6719945,38890028.7039501,563549716.063369
"7",635872383.552091,6040.5,2011-11-18 08:31:32,86809249.7458994,83779575.9679593,90707370.5879034,76043187.5701809,85078187.0613834,38591863.2057273,3889920.92222431,4268159.69553649,4526808.40953031,4237661.07133266,3734156.09990677,2919340.95540086,3232982.81272459,4009811.71082139,3040225.43671077,3201890.48880388,3847349.0985125,3082789.46323297,5683053.70802201,14649375.4371275,5435896.97577873,4680677.24658404,6178724.31663521,7500242.16763217,7440621.49573962,8632836.85816457,11846494.1291724,12140511.3401462,17113156.2396828,70587825.2542808,36119511.4611812,491895557.66645
"8",800453739.83579,6041,2011-11-18 08:31:33,116320467.613982,101269935.761088,85309214.4782578,128909048.529802,54014620.7163171,21713217.7282601,6715043.79952136,5746305.97443205,4853037.78222915,5520046.23850816,6324156.29364719,3548442.87292399,3348500.16812781,3699269.05613088,3915740.24082558,3310839.64363839,3800584.28189144,3074527.1343125,4870255.21402991,22864095.3579372,5971521.93007409,5096789.57530339,5908879.08028599,7592334.05774902,7338103.24434206,8418141.66855948,11369331.8762109,12537500.9441506,16139327.7220209,78538519.7048412,43792515.3495929,641999764.827426
"9",1002477802.92162,6041.5,2011-11-18 08:31:33,246811849.714795,207080471.790443,303593280.705733,63145572.4656023,39997440.834864,23324349.3831671,9648526.29946254,4540621.4648966,3746460.94402098,5871835.73498311,5421783.32081329,4637760.05269994,4904378.64965388,4838817.10088321,4342088.4193234,3757595.30729025,3431763.1968586,3616048.77163609,4425929.33404506,19970470.1673652,7614158.75100922,6309713.91337046,5546897.59539844,7427231.05009882,7724678.17990747,8917044.57115065,11245002.2847286,12844115.9283678,17705183.5062458,78597807.3470898,46020553.6270116,839881786.916379
"10",713046310.28041,6042,2011-11-18 08:31:34,58828216.0768976,75492041.6174133,152115459.006472,121289301.044177,55557014.3297435,28748843.4027733,6600380.27458618,6237994.76613908,4416130.72612054,4151657.96245983,4721481.73509453,4339666.07602847,4719633.17495815,6529997.62671181,4177846.71858132,6275051.36590863,4546236.77980648,7016880.66666417,15947987.2889011,78937586.0391144,11671910.9882141,6273395.69016989,5959370.93173552,7919985.8198774,8076362.40631127,8900662.23934419,11176318.9653963,13141420.0995174,16624613.7194617,157792825.424922,49562493.1931403,468390977.219814
"11",755900248.63636,6042.5,2011-11-18 08:31:34,123005895.302356,133284878.607222,139785241.517125,106380452.754207,60255596.6061465,17591412.3453787,6041353.13758345,3222771.16532205,6088057.39997125,4939778.74613983,4671514.00216616,4042608.03824721,3935566.78348503,3740770.69709948,4435493.39603759,3242190.45327486,3950233.3200931,4121678.64839905,5085798.79086091,19010302.5978978,7699260.46845669,5318553.70669844,5611339.97517022,8296137.96693088,7604758.50962351,8742539.7704298,11644704.854897,12135980.0386535,17513338.2582627,78722992.762412,42074237.2071699,597696272.592419
"12",814713140.854483,6043,2011-11-18 08:31:35,222878436.828542,115170961.243737,82791829.2065983,55935152.4120406,32329626.126474,22754883.4336295,7640017.58248999,2908912.97794745,3775304.81215349,5135678.26537566,5007460.67079839,5647922.11439959,4838832.4643459,4223302.19360124,3868207.2700953,3736188.9852534,4390139.08660802,4411311.07637693,7692959.48271571,25560539.9984554,8407966.77594123,5891260.47393909,6333198.78522019,7449731.92226733,7444594.47194565,8049123.61651153,10921011.5326406,12735168.0360084,17137041.75239,88705471.8200859,43432945.3116028,645700901.240534
