"","p_rms","time_from_start_s","abs_time","tol_cf_25Hz","tol_cf_31.5Hz","tol_cf_40Hz","tol_cf_50Hz","tol_cf_63Hz","tol_cf_80Hz","tol_cf_100Hz","tol_cf_125Hz","tol_cf_160Hz","tol_cf_200Hz","tol_cf_250Hz","tol_cf_315Hz","tol_cf_400Hz","tol_cf_500Hz","tol_cf_630Hz","tol_cf_800Hz","tol_cf_1000Hz","tol_cf_1250Hz","tol_cf_1600Hz","tol_cf_2000Hz","tol_cf_2500Hz","tol_cf_3150Hz","tol_cf_4000Hz","tol_cf_5000Hz","tol_cf_6300Hz","tol_cf_8000Hz","tol_cf_10000Hz","tol_cf_12500Hz","tol_cf_16000Hz","small_boats","big_boats","large_ships"
"1",835048058.711215,5884.5,2011-11-18 08:28:56,190738256.084028,96337705.437426,136821366.992389,39124343.8268528,45627714.4943807,30325774.5194811,13791239.1152254,4494113.52442481,5163795.80800216,6506792.68543198,5984622.86842238,5809141.05295525,4748941.23663235,7221176.2395415,8635851.82462866,6237002.34589548,8263536.63572153,7969865.1754914,16821035.7281493,101330759.014653,21253663.9632256,10889393.9988671,8132008.89462311,9081073.20290706,7468810.26469706,8320351.54420474,11754669.0341698,12876519.11623,16788410.1890843,200479121.968994,63001593.383549,534142834.428385
"2",761810277.209747,5885,2011-11-18 08:28:57,105552144.883771,69100815.5023819,170019967.896691,77483683.8871782,36256662.0525463,39751464.155921,11813331.932213,6656955.16682826,6108671.94239252,5296884.85373578,5654123.55950648,6086938.65365369,5504801.12644674,8308631.82851367,7058725.51684515,5685112.09166581,5200246.27726684,5699638.09574445,12658880.7880025,53786719.7324265,18342293.6242837,6952248.14589283,6115462.28278116,7684321.06798641,7373948.89483192,8367144.86121338,11369297.6010332,12423107.2558886,17042330.3097014,134853396.167774,62336517.2944061,527723455.038669
"3",777845674.808796,5885.5,2011-11-18 08:28:57,162409407.253371,146890612.094552,90643768.3927163,83824900.9645332,65311356.1415257,43424002.4493689,5902596.01180428,4308456.91474108,5167493.6406258,4472079.32921677,5436271.13276487,4805678.290454,4617637.75266779,5702428.05964345,6709682.8451839,10610145.4540974,12606544.6361537,15240420.9407755,8358326.63629454,55114690.9688128,13997458.5590197,7668752.12598353,6724541.38124026,8527416.81106417,7871215.29324096,8509756.41973487,11711222.0697473,12621319.5187768,16963082.5088009,144400979.198722,57724593.402244,538211507.083604
"4",881518146.274961,5886,2011-11-18 08:28:58,220894036.335048,102149542.182813,103087683.561396,194059746.515311,45570889.0588192,29598846.4124938,6280319.16492671,3973432.33000766,3811041.83913405,3583299.55647372,3761440.0957338,3445267.94162867,5530580.21998074,7079798.46784887,6228410.80295773,7184342.82596559,9744992.76740215,7256652.01139042,17857509.2058624,39087608.2950976,10195852.0752837,7257022.46527134,6403737.58456955,8249958.81767936,7557104.96659714,8059211.92392939,11118310.4257536,12474743.4746749,18033887.6873975,122083413.473086,50893240.462332,670685365.478514
"5",1056319593.81089,5886.5,2011-11-18 08:28:58,310411674.326433,208683821.832099,45046175.8898932,110086747.621285,66947124.1932206,39612245.3820731,12075418.1868392,3017114.85965467,4602395.88863803,3535015.02941412,4829065.84565943,4149815.79296859,4249996.35895821,5923432.46105678,6020558.09124427,8334290.63421162,7948108.29812881,7985054.67440697,9067826.73024914,28968640.6096099,7965386.51824247,5923754.30374348,6861914.2265844,8372780.74798878,7897856.58371559,8233979.20108592,11469766.1496998,12975712.6650763,18511767.9665847,100424683.656427,51887963.0289967,865259036.073644
"6",1547230754.10549,5887,2011-11-18 08:28:59,170153369.728922,118099830.957733,168617873.480836,124939061.546613,54559850.9414898,48241009.9022363,10976188.3646339,4879450.11540642,2852875.11320142,4066707.4221115,4735346.38231946,5197568.96202862,5347995.17753326,12032553.3833986,7590923.87237049,8520693.69658418,12568753.4079398,17120968.4483544,53623627.8975228,407855768.008131,116018070.971626,35022428.0618972,12737887.3401148,24153495.4266307,8245097.65186335,9889878.08827385,22186693.4253043,25517698.294013,33429613.6725756,699899314.100873,62322786.3742485,711167107.623731
"7",820297650.691771,5887.5,2011-11-18 08:28:59,212008623.128572,115481647.781788,189909306.886186,91258046.0174426,55062403.1585948,22860842.8343061,9354648.43248411,3590280.12098742,3942193.94298945,5837318.47890761,4421133.49213106,3280263.30321566,4476338.77325688,5359440.46467393,5206714.12509779,4038673.20183385,5655838.10947433,4885215.49158826,5934004.90569249,22221385.3806315,12054247.964449,9415247.20791372,6231478.49942849,7950087.4289239,7636092.1852152,7574536.15685125,10804630.9568204,12612131.7983938,17389106.6222148,91014490.2788938,44819131.7448145,646984121.595074
"8",519184866.987585,5888,2011-11-18 08:29:00,50666964.7851437,99028806.5121454,59383590.2341485,110264440.027925,19543406.7543447,20953969.765168,6168202.6811032,3480638.23599041,2168456.27901305,4785860.10191446,4787693.23361946,4020049.60118154,4007524.25906238,4148081.08729692,4521876.05968311,4066249.47056985,4625975.71839658,4358789.6790394,5774743.81490859,20129281.4959209,10645185.7635687,8209705.36243748,6149891.82919123,7852331.17267051,7669179.70410062,8227917.84562116,11011211.8566969,12157344.7185151,16793867.1180499,86343708.4844999,39395053.4632102,357363269.443048
"9",750279655.187697,5888.5,2011-11-18 08:29:00,75482515.3134375,87635508.3645367,86739657.0270214,79188632.9145288,61412105.3980727,29869299.4691194,6316690.68384325,6222571.90085527,4341454.10322987,5184780.92190423,3159980.18331958,3740957.49918523,3062844.49274277,4933207.12594257,6239534.76901621,5621495.07104601,6741608.1601308,6087797.27503669,7305311.51574942,64458790.3786645,16295506.1959766,9345218.05414863,7377275.51929725,10032925.8628189,8548961.15126494,9548065.27995125,13273517.9741328,13364125.1032306,19125397.2636701,148715250.479344,46783041.0554069,514060902.373384
"10",1423192215.45334,5889,2011-11-18 08:29:01,288966929.940641,145955421.466483,93334047.3337924,96118165.7237301,38249467.5284063,12512644.1954501,4471418.06863296,4600116.07518668,5177784.64733135,4056521.62384974,3626508.31879871,3044626.22092295,3953273.95631514,6816193.0647758,8595288.90059973,11144693.2108236,9390360.95079843,10486880.127656,28194144.5139685,407337741.26391,66985734.111274,24163837.3626162,14357817.7455535,103437218.901276,12531228.1046624,15334810.2082249,20440430.8233809,16340565.8219803,22082556.5894213,694191371.84729,57307965.7091499,618406005.870187
